SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET
OLE-0454,16/9/2022,Tech Failure,ATM Network,34.89,2,1.35,1.08,1,3,16,1
OLE-0176,18/12/2022,Cyber-Fraud,Payments,87.86,3,0.99,1.37,1,4,15,2
OLE-0766,16/6/2023,Data Breach,E-Banking,68.42,2,1.1,0.82,1,3.5,23,0
ALE-0354,20/2/2022,Tech Failure,Retail Banking,24.41,4,2.15,3.05,2.13,3.4,15,1
ALE-0965,16/11/2022,System Failure,Retail Banking,284.78,5,1.93,2.07,1.43,2.6,22,1
OLE-0124,24/6/2022,Cyber-Fraud,ATM Network,82.5,1,0.59,0.64,1,3,15,1
OLE-0582,6/4/2022,Data Breach,ATM Network,29.33,3,1.32,1.06,1,3.3,15,2
OLE-0395,11/8/2023,Tech Failure,Retail Banking,15.01,5,1.09,0.51,1,3.9,17,0
ALE-0031,29/10/2022,System Failure,E-Banking,195.92,1,2.97,2.89,2.15,3.5,19,2
ALE-0091,12/5/2022,Phishing,Payments,201.44,1,2.44,1.22,1.33,3.4,27,2
OLE-0040,27/10/2023,Tech Failure,Payments,56.16,2,1.49,1.16,1,3.3,15,2
OLE-0463,29/9/2023,System Failure,E-Banking,62.78,2,0.62,1,1,2.6,15,2
OLE-0589,29/6/2023,Cyber-Fraud,Retail Banking,89.34,1,0.4,1.04,1,3.9,19,2
OLE-0637,11/3/2022,Tech Failure,Payments,45.05,3,1.27,0.79,1,3.2,21,0
OLE-0332,1/12/2023,Cyber-Fraud,ATM Network,43.87,2,0.4,1.11,1,3.8,24,2
OLE-0195,14/5/2022,System Failure,Payments,56.23,2,1.37,0.93,1,3.9,21,2
ALE-1180,19/10/2022,Tech Failure,E-Banking,150.3,4,1.45,3.1,2.49,3.8,16,0
OLE-0323,24/10/2022,Tech Failure,Payments,57.01,3,1.34,0.88,1,3.1,18,2
OLE-0267,8/5/2022,Tech Failure,Payments,34.9,1,0.32,1.08,1,2.9,17,2
ALE-0803,24/3/2022,System Failure,E-Banking,109.55,4,2.05,2.89,1.97,2.6,25,2
ALE-0264,3/10/2022,Cyber-Fraud,Online Services,36.85,1,2.36,2.55,2.43,3.4,17,2
OLE-0687,16/11/2022,Data Breach,Retail Banking,34.8,2,0.63,1.32,1,3.1,22,1
ALE-0688,15/11/2022,Cyber-Fraud,Retail Banking,177.5,4,2.41,1.72,1.97,3.1,27,0
ALE-0748,14/10/2022,System Failure,Payments,188.76,1,2.7,1.35,1.08,2.7,19,0
ALE-0180,20/8/2022,Tech Failure,Payments,117.29,2,1.04,2.13,1.59,3.2,15,2
OLE-0696,15/2/2023,Data Breach,E-Banking,34.63,2,1.2,1.25,1,2.7,18,2
ALE-1160,12/12/2022,System Failure,E-Banking,187.56,1,1.87,2.74,2.59,2.8,17,1
ALE-0325,18/7/2022,System Failure,ATM Network,49.88,4,0.98,2.16,1.48,3.6,23,1
ALE-1214,7/5/2022,Phishing,ATM Network,165.49,3,1.82,3.36,3.49,2.6,26,1
ALE-0694,16/12/2022,Tech Failure,E-Banking,119.65,2,2.3,1.25,1.42,3.8,17,1
ALE-0878,27/7/2022,Phishing,Online Services,49.4,3,1.99,2.79,2.55,3.8,25,0
ALE-0932,30/5/2022,Tech Failure,E-Banking,29.76,1,1.2,1.24,1.31,3.3,26,1
OLE-0811,10/4/2022,Cyber-Fraud,Payments,26.77,1,0.42,1.23,1,2.8,23,2
OLE-0681,1/11/2022,Cyber-Fraud,ATM Network,53.97,1,1.05,0.97,1,3.8,22,0
ALE-1143,22/2/2022,System Failure,ATM Network,10,5,1.87,2.12,1.56,3.6,17,0
ALE-0736,26/7/2022,Data Breach,ATM Network,179.39,1,2.23,1.69,1.59,2.5,15,1
ALE-1287,19/12/2022,Cyber-Fraud,Retail Banking,143.85,5,2.92,3.17,3.76,3.5,19,1
ALE-0715,19/4/2022,Cyber-Fraud,Retail Banking,87.69,2,2.95,3.03,3,3.8,18,1
ALE-0754,2/7/2022,Phishing,Retail Banking,166.56,2,2.91,1.48,1.12,2.7,27,2
ALE-0547,13/4/2022,Cyber-Fraud,Online Services,135.36,4,1.93,2.8,3.34,2.9,16,0
ALE-0375,29/6/2022,Tech Failure,Online Services,82.68,3,2.82,2.59,1.9,3.7,22,0
ALE-0837,19/5/2022,Phishing,E-Banking,189.6,2,1.18,1.35,1.22,3.8,29,1
OLE-0366,10/6/2023,System Failure,E-Banking,84.41,1,0.64,1.46,1,2.5,14,0
ALE-1103,9/8/2022,Data Breach,Retail Banking,75.36,2,2,2.9,2.37,3.1,29,0
ALE-0703,8/12/2022,Cyber-Fraud,ATM Network,190.26,3,2.8,3.31,3.21,3.6,29,0
OLE-0747,16/12/2023,Tech Failure,ATM Network,51.61,2,0.41,1.45,1,2.9,15,1
ALE-0130,11/7/2022,System Failure,Payments,242.89,3,2.71,1.28,0.89,2.7,24,0
OLE-0584,18/9/2023,Data Breach,ATM Network,100.13,4,0.45,1.08,1,3.6,18,0
ALE-1130,31/3/2022,Tech Failure,E-Banking,147.3,5,1.21,2.49,1.77,3.8,16,2
ALE-1117,10/12/2022,Phishing,Retail Banking,139.09,1,2.36,3.11,2.5,3.9,28,2
ALE-0263,8/2/2022,System Failure,E-Banking,158.83,2,1.07,1.67,1.54,3.8,28,0
ALE-0592,13/3/2022,Phishing,ATM Network,48.78,4,1.64,1.53,1.18,3.5,19,2
ALE-0685,6/3/2022,Cyber-Fraud,ATM Network,72.47,1,1.04,1.76,1.75,3.3,16,2
ALE-0597,11/5/2022,System Failure,Retail Banking,64.73,3,2.92,2,1.92,3.4,25,2
ALE-0735,2/6/2022,System Failure,E-Banking,88.09,5,1.05,1.28,1.47,2.8,22,2
ALE-0679,14/1/2022,Tech Failure,Payments,174.87,2,1.37,1.42,1.15,3.2,29,2
OLE-0319,1/10/2022,Tech Failure,Payments,47.08,1,1.45,1.39,1,3.8,19,2
OLE-0772,21/2/2022,System Failure,E-Banking,94.73,4,1.32,1.41,1,3.3,15,2
ALE-0267,2/8/2022,Cyber-Fraud,Payments,157.26,2,2.03,1.22,1.42,2.7,19,2
OLE-0720,24/1/2022,Tech Failure,Payments,55.2,4,0.8,1.35,1,3.8,21,2
ALE-1083,4/10/2022,Tech Failure,ATM Network,146.29,5,2.95,2.37,2,3.6,16,1
ALE-0281,7/7/2022,Tech Failure,ATM Network,207.48,5,2.85,1.77,1.47,2.9,27,2
OLE-0344,13/6/2022,System Failure,ATM Network,99.23,5,1.49,1.39,1,3.1,24,0
OLE-0399,13/4/2023,Data Breach,ATM Network,17.84,3,0.85,1.28,1,4,20,1
OLE-0585,11/5/2023,Cyber-Fraud,Payments,72.5,5,0.63,0.82,1,3.8,21,2
ALE-0772,18/8/2022,Tech Failure,ATM Network,158.74,3,1.75,2.28,1.53,3.1,18,0
OLE-0293,23/2/2023,Cyber-Fraud,Retail Banking,27.28,2,0.79,1.37,1,3.4,14,0
OLE-0793,24/1/2022,Tech Failure,ATM Network,18.1,4,0.75,0.53,1,2.8,14,0
ALE-0200,19/4/2022,Cyber-Fraud,E-Banking,178.81,3,1.42,2.42,2.89,2.7,22,0
ALE-0257,22/7/2022,Tech Failure,Online Services,103.82,4,1.16,3.05,2.25,2.7,28,0
OLE-0142,16/11/2022,Data Breach,Payments,46.7,4,1.25,1.14,1,3.5,17,1
ALE-0069,7/2/2022,Phishing,Retail Banking,145.55,2,2.7,1.89,2.02,2.7,22,2
OLE-0003,23/4/2022,Tech Failure,Retail Banking,81.41,5,0.69,1.27,1,2.7,20,2
OLE-0577,9/5/2022,System Failure,Payments,85.33,2,0.42,0.89,1,3.4,16,1
ALE-0456,21/3/2022,Data Breach,E-Banking,161.3,5,1.37,1.24,1.05,3.6,25,1
OLE-0340,20/10/2022,System Failure,ATM Network,11,2,1.3,1.21,1,3.4,18,1
OLE-0807,20/1/2023,Data Breach,Payments,50.16,1,0.86,0.55,1,2.8,24,0
OLE-0266,18/6/2022,System Failure,Payments,55.08,3,1.18,1.38,1,2.8,19,1
OLE-0377,18/1/2023,System Failure,Retail Banking,69.94,3,1.26,0.6,1,3.4,20,0
ALE-0022,22/12/2022,Tech Failure,ATM Network,75.13,4,2.94,1.71,1.25,2.6,29,0
OLE-0440,2/1/2023,Data Breach,E-Banking,31.26,4,0.83,1.12,1,3.8,16,1
OLE-0272,2/9/2023,System Failure,ATM Network,70.69,1,0.56,0.77,1,2.9,21,2
OLE-0245,26/3/2023,Data Breach,Retail Banking,69.51,4,1.06,0.63,1,3.3,14,0
ALE-1127,8/6/2022,Tech Failure,Retail Banking,123.01,4,1.06,1.76,2.02,3.7,20,2
OLE-0669,14/10/2022,System Failure,E-Banking,63.56,1,0.72,1.33,1,3.2,17,2
OLE-0757,6/7/2023,Data Breach,ATM Network,41.28,5,1.43,1.17,1,3.5,14,1
OLE-0650,24/12/2022,System Failure,E-Banking,74.6,4,0.86,1.29,1,3.4,24,0
OLE-0608,17/1/2022,Tech Failure,ATM Network,30.7,4,1.45,1.14,1,3.6,14,0
OLE-0416,15/12/2022,Cyber-Fraud,Payments,89.92,4,1.47,1.29,1,3.5,22,0
OLE-0274,27/2/2023,Data Breach,Retail Banking,40.98,2,1.27,1.32,1,3.9,21,1
ALE-0769,19/1/2022,Cyber-Fraud,E-Banking,167.44,4,2.98,2.71,2.3,3.6,26,2
OLE-0251,30/12/2022,Tech Failure,ATM Network,48.19,4,0.97,1,1,3.6,14,0
OLE-0414,28/4/2022,Cyber-Fraud,Payments,12.98,1,0.47,1.05,1,2.7,18,2
ALE-0596,30/7/2022,System Failure,Retail Banking,128.89,3,2,2.74,3.37,3.3,23,2
ALE-1202,19/10/2022,Tech Failure,Payments,206.49,2,1.88,3.14,2.77,3.6,24,0
OLE-0311,23/5/2022,System Failure,Retail Banking,47.55,1,0.62,1.44,1,3.5,14,1
OLE-0728,25/7/2022,Tech Failure,Retail Banking,74.02,3,1.23,0.67,1,3.2,14,2
ALE-0610,18/1/2022,Phishing,Online Services,205.96,2,2.69,2.13,1.97,2.8,20,2
OLE-0426,4/9/2023,Tech Failure,ATM Network,12.35,2,0.96,1.34,1,2.7,15,1
ALE-1226,14/4/2022,Cyber-Fraud,Retail Banking,123.9,2,2.74,1.5,1.69,3.2,24,0
OLE-0679,7/9/2022,Data Breach,E-Banking,22.92,3,1.39,0.88,1,3.4,20,1
ALE-0910,23/1/2022,System Failure,Retail Banking,167.62,3,1.3,2.71,2.96,2.6,16,1
ALE-0681,2/6/2022,System Failure,E-Banking,178.56,5,1.7,2.5,1.84,2.9,23,0
ALE-0579,4/10/2022,Data Breach,Online Services,58.05,4,1.69,3.35,2.29,2.7,19,2
ALE-0316,12/9/2022,Phishing,ATM Network,286.48,3,1.63,1.76,1.48,3.7,17,2
OLE-0846,16/7/2023,System Failure,E-Banking,36.39,3,1.1,0.79,1,3.4,15,0
OLE-0527,1/1/2023,Data Breach,E-Banking,32.44,2,0.95,1.49,1,3.8,24,0
OLE-0716,30/12/2022,System Failure,ATM Network,33.37,1,0.9,1.27,1,3.2,22,2
ALE-0353,4/11/2022,Phishing,ATM Network,214,5,2.95,3.22,3.23,2.7,29,2
OLE-0183,14/5/2022,Data Breach,Retail Banking,43.32,2,0.39,0.91,1,3.1,19,2
OLE-0171,7/11/2023,Tech Failure,Payments,108.82,5,1.18,0.65,1,3.8,18,1
ALE-0861,11/2/2022,Phishing,Payments,137.11,4,2.21,2.82,2.79,3.6,17,1
OLE-0840,3/11/2023,Tech Failure,Retail Banking,5,2,0.37,0.61,1,2.8,16,0
OLE-0188,21/9/2023,System Failure,Retail Banking,27.27,5,0.34,0.71,1,3.1,22,1
OLE-0620,6/11/2023,Cyber-Fraud,Retail Banking,5,3,0.5,0.88,1,3,22,2
ALE-1012,18/5/2022,Cyber-Fraud,Payments,227.73,2,2.87,1.83,1.58,2.8,21,2
OLE-0159,14/9/2023,System Failure,Payments,47.65,2,0.5,0.93,1,2.7,21,0
ALE-0339,8/2/2022,Phishing,ATM Network,141.76,3,2.24,3.32,3.95,2.5,17,2
OLE-0273,10/6/2023,System Failure,E-Banking,101.15,2,1.02,1.09,1,3.1,20,1
OLE-0615,2/10/2023,Cyber-Fraud,Retail Banking,47.54,3,0.61,0.85,1,3.7,15,2
ALE-0898,7/7/2022,Cyber-Fraud,Retail Banking,195.32,1,1.11,3.31,2.95,2.6,25,0
ALE-1217,10/11/2022,Phishing,Payments,106,4,2.47,3,2.07,3.1,23,1
ALE-0712,22/6/2022,System Failure,E-Banking,27.49,1,2.18,1.32,1.39,2.6,27,2
OLE-0372,15/10/2023,System Failure,Retail Banking,94.36,4,0.68,1.19,1,2.9,22,1
OLE-0223,21/9/2023,Tech Failure,Payments,25.33,1,1.45,1.02,1,4,20,0
OLE-0594,17/11/2022,System Failure,ATM Network,17.32,4,1.05,1.14,1,3.8,24,2
ALE-0068,25/9/2022,Data Breach,Retail Banking,40,2,1.53,1.36,1.58,3.2,27,0
ALE-0991,27/2/2022,Data Breach,Online Services,213.25,5,1.42,1.25,1.06,3.9,22,0
ALE-1237,5/1/2022,Data Breach,Online Services,138.21,4,1.16,3.11,3.03,3.1,18,1
OLE-0519,16/1/2023,System Failure,Retail Banking,82.29,5,0.86,0.91,1,3.7,18,1
OLE-0781,26/8/2023,System Failure,ATM Network,30.39,4,0.86,0.56,1,2.9,19,0
OLE-0335,31/10/2022,System Failure,Payments,34.51,4,1.28,1.35,1,3.9,16,1
ALE-0034,3/5/2022,Cyber-Fraud,Retail Banking,113.35,3,1.5,2.88,2.88,3.6,20,1
ALE-1039,11/2/2022,Data Breach,E-Banking,116.01,2,1.66,3.05,2.15,2.9,28,1
ALE-0341,15/6/2022,Tech Failure,Payments,57.75,5,2.89,3.5,3.63,3.6,20,2
ALE-0304,12/8/2022,Phishing,Online Services,252.18,3,1.85,2.59,1.74,3.9,26,2
OLE-0016,13/7/2023,Data Breach,ATM Network,85.61,4,0.49,1.1,1,3,14,0
ALE-0010,27/9/2022,System Failure,ATM Network,304.54,1,2.57,2.05,1.47,3.7,15,1
ALE-0201,14/11/2022,Data Breach,Payments,259.34,4,1.78,3.02,2.45,2.7,15,0
ALE-0887,22/9/2022,Phishing,Online Services,117.39,2,1.47,1.77,1.66,2.6,23,1
ALE-1050,14/4/2022,Data Breach,ATM Network,177.82,4,0.83,2.87,2.82,3.1,23,0
OLE-0571,14/7/2023,Data Breach,ATM Network,57.29,2,1.28,0.76,1,3.7,23,0
OLE-0655,8/9/2023,Cyber-Fraud,Retail Banking,43.98,1,1.48,1.16,1,3.7,18,0
OLE-0773,20/1/2022,Cyber-Fraud,Payments,51.84,1,1.3,1.16,1,3,21,1
ALE-1210,1/12/2022,Data Breach,Payments,310.6,3,0.81,2.95,2.21,3.7,25,2
OLE-0466,30/5/2022,Data Breach,Payments,108.06,2,0.95,0.87,1,3.4,24,2
ALE-0128,3/4/2022,System Failure,Retail Banking,163.62,4,0.88,2.41,1.91,2.8,20,1
OLE-0200,27/12/2022,Cyber-Fraud,Retail Banking,20.9,4,1.33,0.69,1,3.3,17,2
ALE-0507,13/11/2022,Data Breach,ATM Network,280.03,1,2.69,2.81,2.37,3.4,16,1
ALE-0345,5/12/2022,Data Breach,Online Services,243.47,5,0.82,1.69,1.37,3.1,27,1
ALE-0427,10/12/2022,System Failure,E-Banking,260.68,5,1.02,1.8,1.95,2.5,22,2
ALE-0142,31/3/2022,Data Breach,ATM Network,219.67,1,1.01,2.87,2.79,4,29,1
ALE-0619,13/2/2022,Tech Failure,Payments,178.62,1,1.91,2.12,2.4,3.1,22,1
ALE-0204,24/9/2022,Tech Failure,E-Banking,15.08,4,2.28,2.82,2.81,3.2,28,2
OLE-0592,5/1/2023,Tech Failure,Payments,23.21,3,1.26,1.24,1,2.6,16,1
ALE-0074,18/9/2022,Data Breach,E-Banking,81.7,2,1.76,1.82,1.49,3.8,29,2
ALE-1101,14/5/2022,Phishing,Payments,74.38,5,0.82,2.17,2.42,2.7,18,0
ALE-0750,30/5/2022,Cyber-Fraud,ATM Network,165.87,2,2.5,1.98,1.59,2.6,22,2
ALE-0654,26/10/2022,System Failure,Payments,128.79,2,2.48,2.19,2.61,2.8,25,0
ALE-0105,22/2/2022,Phishing,Retail Banking,110.68,3,2.97,2.38,1.64,3.3,19,0
ALE-0075,3/12/2022,Cyber-Fraud,ATM Network,39.09,5,1.51,3.49,2.51,3.4,25,1
OLE-0044,15/10/2023,Data Breach,Payments,40.51,2,1.25,1.36,1,3.4,19,1
ALE-1021,3/12/2022,Data Breach,E-Banking,223.67,3,1.21,1.67,1.73,2.8,19,0
OLE-0275,20/5/2023,Cyber-Fraud,ATM Network,59.91,3,0.93,0.57,1,3.1,22,0
ALE-0950,24/11/2022,Cyber-Fraud,ATM Network,72.29,4,2.86,3.49,3.93,3.4,27,1
OLE-0102,3/10/2022,Cyber-Fraud,ATM Network,43.37,5,1.32,0.55,1,3.4,24,0
ALE-0458,10/10/2022,Tech Failure,ATM Network,90.38,4,2.5,1.97,1.43,2.9,26,1
ALE-0649,27/7/2022,Tech Failure,Payments,137.16,2,2.34,1.87,1.36,2.6,22,2
ALE-0268,1/2/2022,Data Breach,Online Services,105.49,2,2.25,2.21,2.66,3.9,20,0
OLE-0108,7/6/2022,Cyber-Fraud,Retail Banking,84.46,1,0.95,0.58,1,3.2,14,1
ALE-0952,14/8/2022,Cyber-Fraud,E-Banking,85.65,1,1.08,2.11,2.13,2.9,24,2
OLE-0498,23/9/2022,System Failure,Retail Banking,70.23,5,0.3,1.4,1,2.5,17,0
ALE-1279,7/2/2022,Tech Failure,Online Services,96.06,3,2.8,2.23,2.24,2.7,19,0
ALE-0789,4/6/2022,Data Breach,Retail Banking,81.56,1,2.58,2.15,1.63,3.1,16,0
ALE-0109,24/4/2022,Phishing,E-Banking,128.52,5,2.99,2.93,2.34,3,18,2
ALE-0816,7/4/2022,System Failure,E-Banking,50.89,4,1.63,1.45,1.39,2.8,20,0
ALE-0384,30/4/2022,Phishing,E-Banking,234.74,1,1.24,2.36,1.86,3.9,28,1
ALE-0562,7/10/2022,Data Breach,Online Services,170.99,4,2.11,3.12,2.35,3.6,19,2
ALE-0796,1/5/2022,Data Breach,Payments,106.37,3,1.18,2.77,2.52,3.4,26,1
ALE-1044,16/8/2022,Cyber-Fraud,Retail Banking,173.55,4,2.7,2.1,1.8,3.9,29,0
OLE-0787,22/3/2023,Data Breach,ATM Network,30.81,5,0.79,0.54,1,3,14,2
ALE-0195,17/4/2022,Data Breach,ATM Network,136.5,1,2.44,3.17,2.76,2.7,28,0
OLE-0713,22/1/2023,System Failure,E-Banking,36.1,3,0.52,1.07,1,3.1,14,2
OLE-0073,10/11/2023,Data Breach,E-Banking,49.19,2,0.69,0.63,1,3.2,15,1
ALE-0106,26/7/2022,Tech Failure,Retail Banking,78.01,1,0.92,3.36,2.87,3.4,22,2
ALE-0517,6/7/2022,Cyber-Fraud,Retail Banking,288.74,2,1.34,2.82,3.24,3.9,25,0
ALE-0465,28/11/2022,Cyber-Fraud,ATM Network,209.84,1,1.04,2.18,2.51,3.4,20,2
ALE-0170,7/2/2022,Cyber-Fraud,Online Services,88.95,2,2.51,2.6,1.76,3.1,20,0
OLE-0482,25/12/2023,Tech Failure,E-Banking,5,5,0.82,0.63,1,3.1,19,2
ALE-0943,14/7/2022,Data Breach,ATM Network,66.81,3,1.4,1.39,1.1,3.5,21,1
OLE-0507,6/10/2023,Tech Failure,E-Banking,59.94,5,0.69,0.55,1,3.5,24,1
ALE-0243,11/12/2022,System Failure,ATM Network,373.43,2,0.83,1.59,1.26,2.5,17,1
ALE-0129,23/12/2022,Data Breach,Online Services,142.07,1,2.05,2.21,2.61,3.2,29,0
ALE-1284,25/11/2022,Tech Failure,Payments,65.88,4,1.07,2.36,1.61,3.5,22,1
ALE-1036,6/6/2022,System Failure,Online Services,28.91,5,2.15,2.65,2.02,3.4,20,2
ALE-1261,20/6/2022,Tech Failure,Retail Banking,162.05,2,2.47,3.13,2.35,3,23,2
ALE-0387,17/11/2022,Phishing,E-Banking,264.07,5,2.93,3.09,3.28,2.8,26,2
OLE-0312,25/4/2022,Data Breach,E-Banking,66.3,5,1.29,0.96,1,2.9,24,2
ALE-0193,11/7/2022,Phishing,Retail Banking,28.91,5,0.89,1.66,1.79,3,29,2
OLE-0406,28/6/2023,System Failure,Payments,89.55,2,1.01,0.9,1,4,15,1
ALE-0669,4/8/2022,Data Breach,ATM Network,298.04,2,0.91,1.22,1.5,2.5,29,1
ALE-0915,22/7/2022,System Failure,Retail Banking,31.71,5,2.7,2.1,1.97,2.9,24,0
ALE-0749,11/10/2022,Cyber-Fraud,ATM Network,139.35,1,1.52,2.44,2.57,3.7,24,0
ALE-0686,25/12/2022,Phishing,Retail Banking,144.16,5,1.57,2.22,2.63,3.7,19,0
OLE-0310,13/2/2022,Data Breach,Retail Banking,5,1,1,0.63,1,3.2,20,1
OLE-0227,13/1/2023,Data Breach,Retail Banking,76.47,3,0.6,0.75,1,3.1,23,0
OLE-0744,27/5/2023,Tech Failure,ATM Network,75.77,2,1.36,0.51,1,3.8,15,1
ALE-1188,30/6/2022,Data Breach,ATM Network,47.14,2,2.98,3.08,2.38,2.6,28,2
ALE-0995,2/12/2022,Cyber-Fraud,ATM Network,163.53,1,0.9,2.92,3.44,3.2,20,1
ALE-0710,27/5/2022,System Failure,E-Banking,127.34,2,2.04,2.67,1.8,2.6,20,2
ALE-1089,1/8/2022,Data Breach,Payments,77.87,4,1.02,1.49,1.77,4,27,2
ALE-1067,25/6/2022,Data Breach,Retail Banking,165.61,1,1.62,2.8,2.47,3.8,25,2
ALE-0720,17/7/2022,Tech Failure,Retail Banking,280.32,3,2.48,2.6,2.98,3.8,19,1
OLE-0149,2/11/2022,System Failure,E-Banking,48.08,5,0.77,0.92,1,3.1,21,0
ALE-0478,1/1/2022,Data Breach,Retail Banking,219.06,4,0.91,3.17,2.51,3.2,25,0
ALE-0254,13/3/2022,Phishing,E-Banking,72.51,2,2.41,1.27,1.03,3.6,19,2
OLE-0292,6/1/2023,Cyber-Fraud,Retail Banking,30.18,1,0.8,0.93,1,3.3,23,2
OLE-0693,19/8/2023,System Failure,Payments,60.07,2,0.47,0.59,1,2.5,19,0
OLE-0705,13/1/2023,Tech Failure,Retail Banking,64.41,3,0.65,0.98,1,4,15,0
ALE-0184,15/1/2022,Tech Failure,E-Banking,10,1,1.51,1.46,1.32,2.9,28,0
ALE-0198,2/5/2022,Data Breach,Online Services,135.25,1,2.07,1.58,1.78,2.5,24,0
OLE-0576,21/10/2022,Data Breach,E-Banking,61.31,2,0.91,1.27,1,2.6,23,0
OLE-0558,29/5/2023,Tech Failure,ATM Network,42.58,2,1.45,0.93,1,3.2,23,0
ALE-0398,27/5/2022,Phishing,E-Banking,194.96,5,2.97,2.43,2.76,3.7,22,2
OLE-0702,8/11/2022,Data Breach,Payments,43.12,2,1.42,0.96,1,2.8,20,2
ALE-0591,17/4/2022,Data Breach,Retail Banking,109.05,1,2.46,3.27,2.27,3.7,23,0
ALE-0453,9/9/2022,Cyber-Fraud,Online Services,211.5,3,1.18,1.9,1.85,2.7,23,2
ALE-0473,7/2/2022,System Failure,ATM Network,163.66,1,2.35,3.28,2.97,3.2,24,1
ALE-0882,28/1/2022,Data Breach,Payments,98.68,1,2.64,2.62,2.11,3.3,16,0
ALE-1183,19/12/2022,Data Breach,E-Banking,90.01,2,0.82,1.62,1.57,3.3,22,2
ALE-0459,8/12/2022,Tech Failure,Retail Banking,140.47,4,2.4,2.37,2.66,3.6,25,0
ALE-1164,8/5/2022,Tech Failure,E-Banking,266.87,3,2.18,2.24,2.62,3.5,24,1
OLE-0168,31/1/2022,Data Breach,Retail Banking,14.59,2,0.61,0.69,1,2.6,18,2
OLE-0731,11/9/2023,Tech Failure,E-Banking,5,1,1.43,1.42,1,3.4,23,0
ALE-0645,21/1/2022,Cyber-Fraud,Retail Banking,247.82,2,2.26,2.15,2.59,3.7,22,0
OLE-0287,21/7/2023,System Failure,Retail Banking,43.62,1,0.49,1.17,1,2.8,17,2
ALE-0958,9/7/2022,Tech Failure,ATM Network,163.66,5,2.08,3.47,4,2.9,15,0
ALE-0626,9/6/2022,Data Breach,E-Banking,217.26,4,2.97,1.43,1.3,3,16,0
OLE-0629,30/10/2022,Data Breach,Payments,112.8,2,1.24,0.91,1,2.5,16,2
OLE-0599,2/1/2022,Cyber-Fraud,ATM Network,5,1,1.13,1.16,1,2.6,21,2
ALE-0256,28/2/2022,Data Breach,Retail Banking,177.98,4,1.65,2.9,2.65,3.6,28,0
OLE-0378,4/9/2023,Tech Failure,Payments,52.73,3,1.48,0.71,1,2.6,15,0
ALE-1120,23/3/2022,Cyber-Fraud,Online Services,51.08,1,2.58,2.08,1.84,3.8,25,2
ALE-1193,17/10/2022,Tech Failure,Payments,36.98,5,1.21,3.34,2.75,2.7,17,0
ALE-0940,13/1/2022,Tech Failure,E-Banking,129.13,4,1.49,1.39,1.24,3.6,27,1
ALE-0328,8/3/2022,System Failure,ATM Network,204.34,3,2.88,1.43,1.45,3.2,25,2
ALE-0534,10/2/2022,Phishing,ATM Network,199.45,2,2.19,1.73,1.21,3.8,27,2
ALE-0545,28/11/2022,Data Breach,Retail Banking,10,2,2.4,3.5,2.34,3.6,19,0
OLE-0042,23/3/2022,Cyber-Fraud,ATM Network,48.33,2,0.42,0.95,1,3.6,14,2
OLE-0817,28/1/2023,Cyber-Fraud,ATM Network,21.03,4,0.8,0.75,1,3,23,0
ALE-0505,3/4/2022,Cyber-Fraud,Retail Banking,116.76,1,1.63,3.26,4.04,3.5,19,1
ALE-0768,2/2/2022,System Failure,ATM Network,245.02,3,2.65,2.54,2.47,3.3,28,1
OLE-0818,3/4/2022,Tech Failure,Retail Banking,33.84,3,0.97,0.86,1,3.7,18,0
OLE-0610,25/5/2022,Cyber-Fraud,Payments,11.73,5,1.25,1.49,1,2.9,19,0
ALE-0333,26/8/2022,Tech Failure,E-Banking,208.06,3,2.38,2.09,2.2,3.4,19,1
ALE-0166,31/12/2022,Phishing,E-Banking,130.76,1,0.9,3.04,2.49,2.8,24,1
ALE-0759,4/5/2022,Tech Failure,Online Services,138.3,1,1.94,3.18,2.53,2.8,19,0
ALE-0742,1/9/2022,Phishing,Online Services,235.92,2,2.34,2.34,2.12,3.9,19,2
ALE-0300,9/7/2022,Data Breach,Retail Banking,67.39,5,2.57,1.3,1.22,2.6,19,1
OLE-0494,5/10/2022,Data Breach,ATM Network,5,2,1.23,1.21,1,3.4,21,0
ALE-0747,30/3/2022,System Failure,Online Services,218.03,2,2.55,1.55,1.23,3,17,0
OLE-0278,18/4/2023,Data Breach,E-Banking,69.24,4,0.94,0.64,1,3.7,15,1
OLE-0758,30/7/2022,System Failure,Retail Banking,32.18,2,1.45,1.28,1,3.4,14,2
ALE-1258,11/3/2022,Cyber-Fraud,Retail Banking,83.33,2,1.26,3.19,2.92,3.6,15,1
OLE-0359,21/8/2022,System Failure,ATM Network,7.23,1,0.83,1.34,1,2.7,16,2
ALE-0503,27/9/2022,Cyber-Fraud,Online Services,152.54,1,2.35,3.16,2.86,3.9,16,1
OLE-0237,25/5/2023,Tech Failure,E-Banking,35.64,2,1.23,0.85,1,3.7,15,0
OLE-0552,9/7/2023,Data Breach,ATM Network,5,2,0.61,1.12,1,3.7,16,1
OLE-0521,3/3/2023,Cyber-Fraud,ATM Network,56.07,1,1.49,0.94,1,3.9,16,0
ALE-0693,28/10/2022,Data Breach,Payments,191.9,4,1.61,1.6,1.84,3,22,0
OLE-0209,24/11/2023,Cyber-Fraud,Retail Banking,5,1,1.23,1.02,1,3,24,0
